T_ax,T_ay,T_az,T_gx,T_gy,T_gz,T_mx,T_my,T_mz,RA_ax,RA_ay,RA_az,RA_gx,RA_gy,RA_gz,RA_mx,RA_my,RA_mz,LA_ax,LA_ay,LA_az,LA_gx,LA_gy,LA_gz,LA_mx,LA_my,LA_mz,RL_ax,RL_ay,RL_az,RL_gx,RL_gy,RL_gz,RL_mx,RL_my,RL_mz,LL_ax,LL_ay,LL_az,LL_gx,LL_gy,LL_gz,LL_mx,LL_my,LL_mz,action,id
7.6805,1.4376,2.9047,-0.075247,-0.2012,-0.008317,-0.59718,0.053459,-0.67855,7.3452,2.9822,1.2519,-0.5668,-0.37514,-0.14189,-0.50363,-0.51167,-0.58533,7.3846,-0.37503,3.0101,-0.72764,0.076041,-0.21671,-0.43438,0.71585,-0.35034,-7.5926,-2.8977,-0.23217,-0.58485,0.3066,1.71,0.65321,-0.6338,0.12761,-9.1844,-1.0947,-1.2743,-0.053607,-0.030691,1.1526,0.80756,0.45221,-0.034883,walk,3912
8.0529,1.4564,3.027,0.15655,-0.20087,-0.005222,-0.60533,0.051147,-0.67412,7.4662,2.7078,1.3388,-0.47224,-0.37222,0.004935,-0.51315,-0.49934,-0.58788,7.6233,-1.999,3.4576,-1.6082,0.090077,-0.5057,-0.44549,0.72582,-0.31503,-6.3516,-3.2146,-0.37943,-0.43223,0.55107,1.2175,0.61371,-0.67454,0.1245,-9.6923,-0.15063,-1.4447,-0.31192,0.020936,1.0434,0.82743,0.41559,-0.032069,walk,3913
8.3527,1.8244,2.9944,0.29825,-0.059243,0.065537,-0.60972,0.044901,-0.67057,8.2744,2.7529,1.5117,-0.12126,-0.27554,0.17877,-0.52139,-0.48988,-0.58863,7.0523,-4.1053,3.1385,-1.5527,-0.027238,-0.56717,-0.46107,0.73828,-0.26905,-6.6704,-1.8323,0.49784,-0.30069,0.66688,0.50301,0.58692,-0.69487,0.13135,-10.243,1.2828,-0.51652,-0.47282,0.14187,0.93444,0.84224,0.38421,-0.021547,walk,3914
8.624,2.3492,2.7388,0.42662,0.11079,0.11244,-0.61029,0.036211,-0.67185,8.7641,2.9772,1.7295,0.27958,-0.12804,0.31954,-0.53159,-0.48681,-0.58139,6.8447,-5.1161,2.84,-0.74993,-0.23641,-0.61981,-0.48521,0.74021,-0.22719,-8.0685,3.2267,1.5145,-0.74818,0.63299,0.39798,0.57053,-0.70472,0.13394,-10.365,0.4178,-0.76738,-0.73105,0.066967,0.99707,0.85499,0.35107,-0.016705,walk,3915
9.7555,2.5074,3.5092,0.42396,0.058072,0.2259,-0.60794,0.02785,-0.67222,9.9182,3.5583,1.8608,0.508,-0.029474,0.47585,-0.54399,-0.48817,-0.57278,7.8589,-5.3125,2.5409,0.00759,-0.3147,-0.57291,-0.50523,0.73057,-0.21286,-10.59,7.9162,0.18345,-1.1739,0.41123,0.46003,0.55578,-0.72102,0.1147,-10.383,-1.2246,-0.98124,-0.87174,-0.12307,1.0188,0.8682,0.31473,-0.007813,walk,3916
10.915,2.1262,3.8885,0.43492,0.14986,0.30225,-0.60316,0.023729,-0.67608,10.747,3.7304,2.3332,0.67533,0.014003,0.60826,-0.55254,-0.48879,-0.56178,9.6504,-4.3094,2.69,-0.049576,-0.25636,-0.41682,-0.51801,0.72115,-0.21125,-10.366,10.008,-1.3596,-0.56004,0.14885,0.40918,0.5445,-0.73512,0.095739,-9.937,-2.829,-1.9789,-0.8293,-0.046992,0.78934,0.88087,0.28471,0.005443,walk,3917
11.242,2.0328,4.3678,0.38866,0.34882,0.32875,-0.59598,0.020012,-0.68181,11.277,3.941,2.8866,0.89751,0.022346,0.57994,-0.56406,-0.49467,-0.54724,10.781,-4.4522,3.289,-0.98322,-0.084704,-0.24414,-0.5275,0.71978,-0.19112,-12.083,8.1912,1.1584,-1.5961,-0.12618,0.4317,0.53338,-0.74532,0.065179,-11.43,-0.44895,-1.3852,-0.83357,-0.19427,0.44887,0.88738,0.26451,0.00819,walk,3918
11.516,1.6315,4.1435,0.23882,0.40391,0.28088,-0.58444,0.017621,-0.69159,11.941,4.3214,3.3955,0.94012,0.031463,0.60827,-0.57587,-0.50322,-0.52893,11.613,-5.6274,3.6741,-1.305,-0.013025,-0.1312,-0.53244,0.7263,-0.15478,-11.914,2.2538,2.8035,-1.6224,-0.91008,-0.26053,0.53067,-0.74922,-0.004134,-11.716,-1.6225,-0.75089,-0.64865,-0.44354,0.18644,0.8904,0.25299,0.003227,walk,3919
11.447,0.79844,3.2946,-0.094253,0.52031,0.18136,-0.57455,0.022932,-0.70017,10.681,4.401,3.998,0.77543,0.034586,0.58278,-0.59041,-0.50737,-0.51266,11.12,-5.8902,2.7227,-0.13215,0.065648,0.020305,-0.53648,0.72786,-0.14044,-7.0797,-6.9727,-0.73504,-0.015746,0.19766,-0.54609,0.54244,-0.73865,-0.03153,-11.239,-3.7054,0.47645,-0.76444,-0.8755,-0.31103,0.88595,0.25554,-0.018907,walk,3920
10.089,-0.00249,2.5481,-0.072187,0.50534,0.11924,-0.55867,0.029654,-0.71182,9.3224,4.5363,4.1313,0.36952,0.14538,0.39621,-0.59655,-0.50617,-0.50221,10.599,-4.6297,2.6195,0.3753,0.10414,0.31416,-0.53028,0.73114,-0.14645,-10.443,-6.8166,-1.793,0.47052,0.77925,-1.0969,0.56545,-0.72143,-0.006562,-9.2313,-2.9063,-0.055112,-0.42407,-0.59529,-1.1078,0.87836,0.28466,-0.040717,walk,3921
8.6286,-0.35133,1.9454,-0.017856,0.29465,0.11638,-0.54838,0.031924,-0.72036,8.5178,3.6158,3.0213,-0.063602,0.40866,0.026532,-0.59614,-0.50324,-0.50597,9.2801,-3.7784,1.5579,0.94146,0.15432,0.46125,-0.51753,0.73426,-0.16122,-11.593,-0.61048,-0.50255,0.74886,0.22383,-1.695,0.60597,-0.68777,0.022863,-9.7847,2.1236,-0.21522,-0.71584,-0.40847,-1.6557,0.86205,0.33064,-0.047953,walk,3922
8.1713,-1.0138,1.8183,0.13088,0.02003,0.18518,-0.54326,0.034337,-0.72268,8.2977,2.5091,2.2762,-0.18426,0.60923,-0.50247,-0.57992,-0.5054,-0.52088,7.8515,-2.9977,0.83078,1.2846,0.034197,0.53173,-0.50181,0.73634,-0.19925,-9.7008,3.347,-0.10878,0.10949,0.12096,-1.4621,0.64898,-0.64784,0.036331,-11.558,2.7776,0.96656,-0.5543,0.44313,-1.693,0.83879,0.39126,-0.032563,walk,3923
8.7171,-0.35358,2.334,0.33474,-0.13002,0.17435,-0.5458,0.029266,-0.7213,8.71,2.1283,2.3037,-0.11839,0.73781,-0.95757,-0.54852,-0.52036,-0.53807,8.4991,-2.4879,0.43323,1.1741,0.086958,0.4348,-0.48817,0.73384,-0.23402,-8.7687,1.6164,-1.3784,-0.41753,0.24986,-1.0496,0.67734,-0.61789,0.035134,-12.309,1.4655,1.2491,-0.62222,0.16246,-1.4791,0.81278,0.44329,-0.011969,walk,3924
8.9437,0.39229,2.445,0.40621,-0.054977,0.043762,-0.5499,0.019215,-0.71745,9.1998,1.8065,2.1716,0.21963,0.83588,-1.2283,-0.50221,-0.54158,-0.55703,9.2984,-2.2627,-0.13065,0.61818,0.18709,0.31098,-0.47119,0.72896,-0.27416,-9.3615,0.6697,-1.4943,-0.050048,0.22323,-1.0949,0.70963,-0.57955,0.045058,-10.361,1.8159,0.96925,0.36213,0.069991,-1.597,0.77753,0.50277,-0.011307,walk,3925
8.6148,0.43736,2.95,0.25105,0.007804,-0.042452,-0.55136,0.010388,-0.71796,8.2099,1.9627,1.9742,0.5881,0.7564,-1.2488,-0.45706,-0.57376,-0.56118,8.5235,-2.4198,0.29306,0.14904,0.084205,0.30911,-0.4607,0.73174,-0.2843,-9.8334,0.10731,-0.13792,0.63456,0.25786,-1.0673,0.73334,-0.54996,0.05856,-9.1784,1.7688,0.04801,0.84587,0.53465,-1.8688,0.74082,0.55591,-0.015967,walk,3926
8.0459,0.018676,3.2116,0.091853,0.044673,-0.042885,-0.55066,0.004295,-0.71737,7.3367,2.6079,1.9427,0.40178,0.48321,-1.0692,-0.41813,-0.60443,-0.55618,8.1047,-2.885,0.87911,0.37258,-0.13898,0.25574,-0.45635,0.73325,-0.28475,-9.7394,0.5143,-0.54906,0.90481,0.088466,-1.0402,0.75192,-0.52211,0.073871,-10.183,1.0106,0.35016,0.88493,0.56918,-1.822,0.70373,0.60051,-0.018432,walk,3927
8.1182,-0.33851,3.4783,0.10209,-0.021665,0.026734,-0.54967,0.001152,-0.71849,7.026,2.3341,2.4012,-0.25216,0.162,-0.68593,-0.38908,-0.6164,-0.56158,7.9386,-2.5902,0.78345,0.55796,-0.27663,0.14526,-0.45415,0.73019,-0.29577,-9.6139,0.54716,-1.1167,0.70447,0.0217,-1.106,0.77563,-0.48686,0.089527,-10.003,0.45407,1.1957,0.94583,0.21827,-1.546,0.66451,0.64349,-0.029406,walk,3928
8.5064,0.041987,3.8716,0.030784,-0.1511,0.012672,-0.55365,-0.000554,-0.71456,7.2975,1.5744,3.075,-0.13267,-0.2036,-0.2194,-0.38043,-0.61673,-0.56599,8.1021,-2.7439,0.75926,0.35553,-0.28868,-0.11109,-0.45792,0.72607,-0.30632,-10.058,-2.9203,-0.75426,0.72559,0.085131,-1.258,0.79678,-0.4469,0.10646,-8.9111,0.57362,-0.27933,0.766,0.18603,-1.3699,0.62845,0.67842,-0.048095,walk,3929
8.3725,0.18315,4.0357,-0.12253,-0.059221,-0.03718,-0.55693,0.000682,-0.7122,7.3076,1.6022,3.809,0.19008,-0.41748,0.24632,-0.38795,-0.62027,-0.56042,8.5679,-2.96,0.78475,0.054267,-0.28487,-0.42043,-0.4689,0.71828,-0.30616,-9.5206,-1.1141,-0.040294,0.2036,-0.17858,-1.4289,0.8218,-0.39333,0.12468,-8.0282,-0.1187,0.017538,0.56915,0.40674,-1.0445,0.59035,0.712,-0.059379,walk,3930
8.0443,0.097024,4.0028,-0.18161,0.022693,-0.10514,-0.5564,0.003955,-0.71181,6.955,2.209,4.1669,0.29058,-0.47242,0.66138,-0.41,-0.61698,-0.54598,8.2853,-3.1778,1.173,-0.20455,-0.32128,-0.58518,-0.48746,0.71068,-0.29767,-9.9988,1.2808,-1.2077,-0.056382,-0.31167,-1.1894,0.8431,-0.34922,0.11688,-7.8196,-0.95715,0.28768,0.71432,0.60325,-0.79124,0.56523,0.73194,-0.068346,walk,3931
8.0965,-0.013731,3.8085,-0.16746,-0.092899,-0.16117,-0.55968,0.007465,-0.70934,7.2482,2.5092,4.2551,0.43709,-0.43488,1.0268,-0.43824,-0.60982,-0.53362,8.5489,-3.685,1.6234,-0.085438,-0.38407,-0.68849,-0.50734,0.6999,-0.28566,-10.455,1.4287,-1.1345,-0.14365,0.035793,-0.66278,0.85563,-0.32142,0.10159,-7.7197,-3.9155,0.32621,0.40484,0.58908,-0.46218,0.55432,0.73832,-0.068285,walk,3932
8.9096,-0.048306,3.4116,-0.11336,-0.20263,-0.23808,-0.56598,0.006898,-0.70459,8.1603,3.2596,3.9725,0.7926,-0.29094,1.233,-0.47402,-0.6032,-0.51304,9.2703,-3.9319,1.8587,0.073344,-0.38418,-0.73141,-0.53033,0.68543,-0.27832,-9.2802,2.3636,-1.2545,0.52241,0.11103,-0.55264,0.86233,-0.30097,0.10554,-8.7552,-5.7377,1.6333,0.94465,0.60048,-0.62749,0.54019,0.74729,-0.076843,walk,3933
10.178,0.03949,2.9891,-0.13431,-0.14204,-0.36321,-0.57137,0.003992,-0.70268,8.8425,4.1017,3.774,0.94786,-0.19967,1.1533,-0.50931,-0.59913,-0.4884,10.093,-3.9126,2.2717,0.14707,-0.26456,-0.68757,-0.55267,0.66778,-0.27572,-10.881,-2.1184,0.36856,1.1328,0.15049,-0.7887,0.86872,-0.27458,0.12413,-8.5458,-5.1285,0.15961,0.50137,0.39614,-0.63694,0.52175,0.75916,-0.087512,walk,3934
11.578,0.32793,4.0012,-0.12574,0.077733,-0.46426,-0.57149,-0.002016,-0.70015,9.9065,4.9486,3.5827,0.52035,-0.14946,0.93239,-0.54282,-0.59005,-0.46349,10.724,-3.635,2.6774,-0.060711,0.040021,-0.50771,-0.57303,0.65467,-0.27315,-11.305,1.8845,0.23565,1.5007,-0.24224,-0.69794,0.8771,-0.23862,0.13245,-8.9001,-7.396,1.8803,0.9613,-0.72067,-0.29251,0.50875,0.76443,-0.10983,walk,3935
11.726,0.47322,4.421,-0.091472,0.46562,-0.40565,-0.56273,-0.00797,-0.70804,12.052,4.7631,3.7918,0.25338,-0.061256,0.61975,-0.56156,-0.58128,-0.45618,11.964,-3.6725,2.5355,-0.78637,0.36698,-0.34325,-0.58026,0.6513,-0.26794,-12.299,0.23328,-0.32261,0.82486,-0.2108,-0.33103,0.88239,-0.21674,0.13876,-14.654,-4.8482,2.9252,0.86521,-0.29039,-0.080673,0.50156,0.76184,-0.14608,walk,3936
11.622,0.60632,4.6897,-0.044882,0.48606,-0.25793,-0.54968,-0.015464,-0.71667,12.112,5.1833,3.1404,0.53231,0.052935,0.15661,-0.568,-0.5805,-0.44883,11.576,-4.5125,2.2802,-1.3224,0.5883,-0.27029,-0.58058,0.65554,-0.25436,-11.229,0.3381,0.73397,0.29405,-0.28163,0.10173,0.88652,-0.20657,0.1351,-9.5418,6.192,-4.1661,-0.47439,0.080479,0.29671,0.5036,0.75867,-0.16149,walk,3937
10.33,1.4336,4.1481,0.07057,0.54471,-0.27274,-0.53325,-0.021392,-0.72847,10.428,4.9808,2.9469,0.37364,0.015612,-0.25341,-0.56523,-0.59081,-0.43742,10.452,-5.7713,3.2923,-0.60169,0.40816,-0.16519,-0.58018,0.66051,-0.23877,-11.193,3.1228,0.086541,-0.050247,-0.49655,0.60282,0.88505,-0.21848,0.12054,-12.187,4.089,-1.58,-0.55544,0.6262,1.5555,0.54111,0.73843,-0.1307,walk,3938
8.8133,1.7744,3.4675,-0.06626,0.42917,-0.36927,-0.52028,-0.027394,-0.73606,8.8288,5.0623,2.1866,-0.3378,-0.11919,-0.58823,-0.55689,-0.60026,-0.4373,9.4849,-4.9173,3.588,0.30994,0.35657,0.1323,-0.57722,0.65984,-0.24708,-9.194,1.9571,2.8135,0.069116,-0.60126,0.88694,0.88023,-0.25026,0.098979,-12.496,-1.7369,-1.1528,-0.44482,0.27041,1.8372,0.5895,0.70656,-0.097559,walk,3939
7.0574,1.9693,2.702,-0.11365,0.36656,-0.33644,-0.50315,-0.030382,-0.7493,7.4378,4.201,1.3771,-1.2067,-0.22791,-0.69051,-0.53979,-0.60094,-0.45463,7.6624,-2.9441,2.4772,0.65416,0.40397,0.51579,-0.56138,0.66595,-0.26489,-10.383,-4.7092,-0.023703,0.47099,-0.095737,1.6241,0.86411,-0.29882,0.090327,-8.0967,-4.8139,-0.71329,0.45507,0.1277,1.4161,0.64174,0.65811,-0.10393,walk,3940
6.7065,3.2624,2.3423,-0.20294,-0.10806,-0.34183,-0.49957,-0.03303,-0.75098,7.5865,3.3144,1.233,-1.3445,-0.22223,-0.76948,-0.5272,-0.5916,-0.48218,7.4548,-2.464,2.0916,0.69861,0.39222,0.779,-0.53919,0.67241,-0.29075,-13.268,-4.8859,1.8389,1.0467,0.082917,1.7976,0.83817,-0.36173,0.10293,-8.5703,-1.5634,-0.48846,0.51063,0.44646,0.90447,0.66975,0.62848,-0.10496,walk,3941
9.2804,2.5288,2.812,-0.33319,-0.75883,-0.32983,-0.51638,-0.030763,-0.7393,9.0194,3.7701,1.2147,-1.2383,-0.14516,-0.57223,-0.51807,-0.57815,-0.50651,9.2767,-2.1723,2.1655,0.98373,0.3913,0.96003,-0.51355,0.6756,-0.32282,-9.4862,-0.27678,0.59711,1.1016,0.51032,1.3557,0.81923,-0.39856,0.12215,-10.426,-0.43364,-0.69602,0.25776,0.19316,0.85173,0.69054,0.60288,-0.11079,walk,3942
9.4131,2.1946,2.7587,-0.22719,-0.31729,-0.22945,-0.53195,-0.028477,-0.72889,9.8073,3.3908,0.93105,-0.96987,-0.037278,-0.44752,-0.50746,-0.56332,-0.52924,9.5762,-0.59065,2.0741,1.178,0.43347,0.91288,-0.48203,0.67622,-0.36462,-9.8804,-1.6689,1.4084,-0.28763,0.20092,1.7309,0.79087,-0.44915,0.13245,-9.8278,-0.85403,-0.88871,-0.3325,0.17209,0.98846,0.71385,0.57785,-0.10294,walk,3943
8.5181,2.3402,3.357,-0.34465,0.01941,-0.10526,-0.53362,-0.023422,-0.72807,9.2114,2.7636,0.80303,-0.55629,-0.032465,-0.62805,-0.49636,-0.55922,-0.5448,8.2618,-0.42555,2.9901,0.82648,0.30389,0.78466,-0.45267,0.67604,-0.39441,-8.5632,-1.4326,-0.065723,-1.1863,0.24551,1.9516,0.75163,-0.51101,0.12124,-9.8796,-0.58545,-0.73201,-0.71652,0.30541,1.0482,0.73749,0.54979,-0.083736,walk,3944
7.3999,2.3925,3.6398,-0.20692,0.04899,-0.085226,-0.53922,-0.014601,-0.72467,8.536,2.8771,0.89661,-0.40451,-0.060961,-0.8145,-0.4779,-0.55973,-0.55833,7.2743,-0.073708,3.1646,0.28626,0.15233,0.43198,-0.42922,0.68059,-0.41267,-9.6417,-1.1192,-0.72536,-0.82718,0.38631,1.808,0.70353,-0.57866,0.12137,-9.6937,-1.1375,-1.1636,-1.1048,0.14373,0.97022,0.75774,0.52608,-0.053416,walk,3945
7.3555,2.4301,3.5801,-0.12137,-0.22498,-0.082114,-0.5425,-0.01198,-0.72206,7.9891,3.0235,0.72382,-0.56606,-0.15301,-0.84486,-0.46186,-0.56297,-0.56718,7.2092,-0.55187,3.2624,-0.56246,0.029707,-0.093921,-0.42403,0.68549,-0.4088,-8.6173,-1.2215,-0.39711,-0.71109,0.36617,1.574,0.66068,-0.62636,0.11226,-9.5138,-0.97344,-1.3393,-0.75311,0.024845,0.96666,0.77771,0.49874,-0.033051,walk,3946
7.8467,2.3443,3.6727,-0.063721,-0.25527,-0.047199,-0.54555,-0.010224,-0.72035,7.6843,2.7831,0.82291,-0.66388,-0.29069,-0.62346,-0.45067,-0.56409,-0.57478,7.5683,-1.2414,3.5781,-1.3356,-0.021736,-0.48701,-0.43244,0.69304,-0.38687,-7.3349,-0.9899,-0.76918,-0.34282,0.67562,1.3062,0.62402,-0.66396,0.10417,-9.5444,-1.4822,-1.0425,-0.068652,0.013322,1.068,0.80068,0.46492,-0.025955,walk,3947
8.0931,2.4976,3.7502,-0.009129,-0.17629,-0.016423,-0.55155,-0.009802,-0.71481,7.5539,2.6262,1.1713,-0.39565,-0.37449,-0.25002,-0.44898,-0.55788,-0.58047,7.3957,-2.877,3.5917,-1.5863,-0.093388,-0.68019,-0.45116,0.70552,-0.34392,-7.8606,-0.080422,0.006932,0.097205,0.8661,0.85069,0.59203,-0.68856,0.12392,-9.9978,0.50621,-0.91032,0.17297,0.23602,0.99671,0.81784,0.43108,-0.022761,walk,3948
8.2421,2.6949,4.1107,0.043614,-0.10998,-0.000181,-0.55644,-0.012767,-0.71078,7.9552,2.9137,1.3549,0.012697,-0.43473,0.18923,-0.45896,-0.55384,-0.5762,7.6024,-4.0677,3.6131,-1.2034,-0.15979,-0.80005,-0.47418,0.71025,-0.30446,-8.2131,1.8805,0.55283,0.32097,0.7849,0.57793,0.56851,-0.70493,0.14723,-9.6139,1.7224,-1.0499,-0.014318,0.044714,1.191,0.83722,0.39433,-0.019703,walk,3949
8.1309,2.6673,3.8411,0.01838,-0.053679,0.050588,-0.56651,-0.011922,-0.7054,8.3179,2.9831,1.5373,0.36279,-0.4334,0.58835,-0.48052,-0.55065,-0.56713,7.7494,-4.3031,3.1671,-0.78825,-0.14672,-0.85163,-0.50614,0.70915,-0.26404,-8.409,5.0072,0.36546,-0.081834,0.72122,0.45897,0.54796,-0.71398,0.1769,-9.8416,0.32172,-1.7596,-0.37569,0.1397,1.1194,0.85131,0.35678,-0.018591,walk,3950
8.4351,2.4641,4.0211,-0.029074,-0.066693,0.11992,-0.56799,-0.011198,-0.70349,9.0443,3.3188,2.2772,0.60607,-0.34107,0.86979,-0.50654,-0.54478,-0.54961,7.6932,-4.1082,2.96,-0.63828,-0.13495,-0.72866,-0.52863,0.70067,-0.24151,-8.3689,5.4615,-0.65443,-0.13962,0.91131,0.3615,0.52904,-0.72184,0.1874,-10.458,-1.2919,-0.86318,-0.6877,-0.043063,1.0407,0.86547,0.31866,-0.009251,walk,3951
9.5133,2.1357,4.3405,-0.053265,-0.12623,0.19139,-0.56811,-0.006399,-0.70313,9.8367,3.3984,2.8121,0.90291,-0.13816,1.066,-0.52957,-0.54331,-0.52979,8.6515,-4.5186,3.0134,-0.55187,-0.15764,-0.63476,-0.54506,0.69208,-0.23051,-8.1187,6.0709,-0.88262,-0.47858,0.48107,0.1671,0.5161,-0.73109,0.19269,-10.428,-1.417,-1.4157,-0.64736,-0.03021,0.73943,0.87888,0.28806,-0.001996,walk,3952
10.379,2.3364,4.2887,0.073505,0.078717,0.21996,-0.57043,-0.001022,-0.69985,10.912,4.0595,3.4341,0.95258,-0.084416,1.1346,-0.55661,-0.54033,-0.50532,9.7107,-4.5302,3.746,-0.50579,-0.14055,-0.46129,-0.56105,0.68587,-0.21544,-9.6475,6.7877,-1.6267,-1.7409,0.14188,0.17628,0.51082,-0.74216,0.16367,-10.381,0.015378,-1.0077,-0.98263,-0.16477,0.66421,0.88701,0.26366,0.002802,walk,3953
11.215,1.5112,5.2072,0.23875,0.11111,0.35877,-0.56872,-0.001613,-0.70214,12.708,4.477,3.7775,0.87943,0.13819,1.0692,-0.57882,-0.53338,-0.48851,11.711,-5.1519,4.875,-0.94006,-0.087898,-0.35786,-0.57182,0.68399,-0.191,-16.636,9.5811,5.1537,-2.6556,-0.99062,-0.052033,0.51156,-0.75676,0.082434,-12.427,-0.82599,-1.1641,-1.1978,-0.3402,0.50895,0.89298,0.24279,0.008753,walk,3954
11.154,2.2577,3.8763,0.25797,0.1894,0.20884,-0.56597,-0.001824,-0.70479,11.899,4.5205,3.3378,1.1255,0.27419,0.90327,-0.60089,-0.52945,-0.46958,11.841,-6.0364,3.626,-0.29279,0.06294,-0.15635,-0.58077,0.68619,-0.17008,-8.0614,-4.4462,0.24019,-1.7075,-0.39364,-0.31326,0.52028,-0.75308,-0.000521,-11.898,-3.6123,0.37594,-1.0659,-0.80073,-0.026392,0.89043,0.23727,-0.004576,walk,3955
11.195,1.2364,3.5567,0.18967,0.27025,0.19559,-0.55975,-0.003051,-0.70861,10.761,5.229,3.2368,0.58772,0.33652,0.5976,-0.61094,-0.52825,-0.45985,10.713,-4.6702,3.1793,0.28912,-0.025365,0.087715,-0.58021,0.68492,-0.17388,-10.492,-11.632,-1.5412,-0.017115,0.7632,-0.93922,0.53664,-0.74272,-0.006808,-10.583,-4.978,0.42437,-0.86218,-0.86944,-0.95408,0.88594,0.25511,-0.02827,walk,3956
9.5417,0.89055,2.602,0.28924,0.26963,0.25387,-0.55002,-0.004867,-0.71545,9.3643,4.4091,2.8819,0.16984,0.49157,0.21292,-0.61189,-0.52561,-0.46279,9.8209,-4.6418,3.3804,0.63183,0.048164,0.41478,-0.57321,0.68539,-0.18376,-10.531,-1.5082,-1.8005,1.1935,0.42765,-1.9003,0.57599,-0.71204,0.012376,-9.9307,-1.0265,1.5738,-0.4908,-0.30475,-1.6174,0.87323,0.29668,-0.038139,walk,3957
7.7517,0.24782,2.062,0.39304,0.18338,0.2724,-0.54355,-0.009503,-0.71963,8.1679,2.9471,1.9542,0.22849,0.68262,-0.34361,-0.59654,-0.53265,-0.47314,8.1591,-3.7513,1.736,1.7095,0.02225,0.64524,-0.56005,0.68614,-0.22051,-11.495,3.6116,-0.5502,0.57275,0.25583,-1.5748,0.624,-0.67047,0.040723,-11.102,3.2747,-0.83187,-0.61027,0.20852,-2.1126,0.84986,0.362,-0.036187,walk,3958
7.8487,0.2913,2.1078,0.53916,-0.25532,0.31918,-0.54667,-0.015995,-0.71681,7.8583,2.8232,1.5362,0.25114,0.71535,-0.84344,-0.56944,-0.55069,-0.4824,7.7487,-2.7059,0.83392,2.1336,-0.13295,0.68427,-0.54348,0.67858,-0.27406,-8.8845,2.7072,-0.55678,0.006904,0.13054,-1.1437,0.65618,-0.63645,0.052817,-12.778,2.8413,1.4689,-1.1608,0.2491,-1.884,0.81617,0.43276,-0.011547,walk,3959
9.0827,1.377,2.2883,0.66287,-0.39258,0.2052,-0.55783,-0.028137,-0.70771,8.681,2.5713,1.4647,0.175,0.76291,-1.0968,-0.52636,-0.57455,-0.49956,8.6543,-2.2953,0.85762,1.7022,0.002446,0.69229,-0.52137,0.67208,-0.32686,-9.3774,0.81986,-1.5548,-0.23475,0.098487,-1.0755,0.69341,-0.59803,0.078896,-10.677,0.68081,1.3343,-0.7673,0.13057,-1.7637,0.77529,0.50476,0.008227,walk,3960
9.2753,1.2119,2.4379,0.47479,-0.081987,0.062271,-0.56623,-0.042901,-0.70097,8.6859,2.3877,1.3327,0.37945,0.70634,-1.1717,-0.4856,-0.60074,-0.50754,9.08,-1.7506,0.57589,0.98215,0.15088,0.72639,-0.50086,0.66602,-0.36404,-9.512,1.3694,-0.39539,0.13782,0.16676,-1.1375,0.71751,-0.56756,0.082219,-10.122,1.2324,0.91195,0.76274,0.063002,-1.9219,0.73846,0.56104,0.009668,walk,3961
8.5719,0.93321,3.1469,0.20925,0.074144,0.070314,-0.56749,-0.050812,-0.69782,7.915,2.564,1.4746,0.49364,0.58439,-1.0311,-0.44673,-0.62883,-0.50323,8.6412,-1.6002,0.52262,0.15387,0.040532,0.83551,-0.4829,0.67124,-0.37699,-9.7478,0.59025,-0.78936,0.64716,0.079984,-1.0455,0.73626,-0.54112,0.071162,-10.048,1.0552,0.21065,1.5497,0.41959,-2.0264,0.69738,0.6062,-0.005253,walk,3962
8.1668,0.54985,3.5069,0.24128,-0.006255,0.1108,-0.56547,-0.054715,-0.69929,7.39,2.5554,1.7581,0.31822,0.26212,-0.69891,-0.41897,-0.65078,-0.50079,8.5209,-2.6006,0.87069,0.10661,-0.19968,0.81275,-0.46251,0.68586,-0.37636,-9.9105,0.029713,-1.3846,0.63577,0.039529,-1.083,0.75752,-0.50728,0.088621,-10.422,1.0559,0.53296,1.5085,0.11288,-1.727,0.65268,0.65286,-0.038156,walk,3963
8.7337,0.68581,3.5642,0.29709,-0.07111,0.10392,-0.5685,-0.059164,-0.69727,7.1189,2.2328,2.2944,0.16802,-0.038094,-0.26542,-0.40405,-0.66262,-0.49603,8.119,-2.8347,1.1865,0.62497,-0.47355,0.53178,-0.44895,0.69079,-0.38242,-9.6866,0.21654,-1.0203,0.47369,0.000868,-1.1627,0.78053,-0.46929,0.097739,-8.6837,1.72,0.51931,1.2639,-0.029898,-1.2768,0.61201,0.687,-0.07456,walk,3964
8.5115,0.96184,3.5196,0.18348,-0.017328,0.046062,-0.56832,-0.062978,-0.69658,6.985,2.1684,3.0758,0.2746,-0.3261,0.18654,-0.40713,-0.66521,-0.48675,7.9356,-2.6036,1.4242,0.6712,-0.70555,0.12683,-0.44665,0.6879,-0.38384,-9.8917,-0.4601,-0.78361,0.39496,-0.083448,-1.1828,0.80616,-0.4244,0.11805,-7.5171,1.135,-0.3439,0.63725,0.23044,-0.90683,0.5772,0.71481,-0.10951,walk,3965
7.9153,0.92249,3.4402,-0.004213,0.074661,0.000659,-0.56769,-0.06626,-0.69706,7.2179,2.3267,3.9017,0.27647,-0.5116,0.61155,-0.42552,-0.6646,-0.47194,8.1473,-2.5516,1.6123,0.43509,-0.7521,-0.18435,-0.46027,0.6793,-0.38404,-9.5384,0.38258,-1.1375,0.11058,-0.20824,-1.1624,0.82682,-0.3846,0.11597,-7.2349,-0.68393,0.40286,0.26231,0.4252,-0.64236,0.55737,0.7303,-0.11374,walk,3966
